"";"GeneID_final";"GeneSymbol_final";"Protein.name";"Fasta.headers";"Controle_neg_0h_1";"Controle_neg_0h_2";"Controle_neg_0h_3";"Controle_neg_24h_1";"Controle_neg_24h_2";"Lampada_2_48h_3";"Controle_neg_48h_1";"Controle_neg_48h_2";"Controle_neg_48h_3";"Lampada_1_0h_1";"Lampada_1_0h_2";"Lampada_1_0h_3";"Lampada_1_24h_1";"Lampada_1_24h_2";"Lampada_1_24h_3";"Lampada_1_48h_1";"Lampada_1_48h_2";"Lampada_1_48h_3";"Lampada_2_0h_1";"Lampada_2_0h_2";"Lampada_2_0h_3";"Lampada_2_24h_1";"Lampada_2_24h_2";"Lampada_2_24h_3";"Lampada_2_48h_1";"Lampada_2_48h_2";"Controle_neg_24h_3"
"1520";"5903";"RANBP2";"E3 SUMO-protein ligase RanBP2";"sp|P49792|RBP2_HUMAN E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2";261760;0;310340;347710;340820;252050;187030;206900;214760;0;255560;408580;0;0;244580;0;0;0;387740;242240;268890;273400;0;303470;0;384770;0
"1521";"5650";"KLK7";"Isoform of P49862, Isoform 2 of Kallikrein-7";"sp|P49862-2|KLK7-2_HUMAN Isoform of P49862, Isoform 2 of Kallikrein-7 OS=Homo sapiens OX=9606 GN=KLK7 PE=1 SV=1";2852600;3636700;5071100;2385900;2624900;3257900;1286800;1387400;1898000;2439300;4119900;3273000;2912600;2012500;3510500;1573900;2456600;7246200;3416300;2419700;3126400;8443400;2423600;7082000;395720;8128500;3185300
"1522";"8833";"GMPS";"Isoform of P49915, Isoform 2 of GMP synthase [glutamine-hydrolyzing]";"sp|P49915-2|GUAA-2_HUMAN Isoform of P49915, Isoform 2 of GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1";25841;151360;116680;0;85712;39185;11935;11050;21772;8407,9;289280;60489;27552;26267;27052;0;12647;263710;9336,9;24962;55155;25616;27677;39346;0;58605;0
"1523";"2776";"GNAQ";"Guanine nucleotide-binding protein G(q) subunit alpha";"sp|P50148|GNAQ_HUMAN Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens OX=9606 GN=GNAQ PE=1 SV=4";602020;226180;356340;241820;178720;124320;174810;150950;481190;186060;1677000;231890;281230;0;179860;445490;126300;117490;517320;273330;146140;193980;183980;390400;0;399310;168980
"1524";"2665";"GDI2";"Rab GDP dissociation inhibitor beta";"sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2";30980000;15777000;35400000;20570000;18987000;14797000;7670700;10969000;13656000;5943400;60692000;23677000;24233000;9628000;27194000;13240000;14512000;24496000;25221000;16378000;25184000;17632000;15572000;36250000;2063500;49108000;16437000
"1525";"1374";"CPT1A";"Isoform of P50416, Isoform 2 of Carnitine O-palmitoyltransferase 1, liver isoform";"sp|P50416-2|CPT1A-2_HUMAN Isoform of P50416, Isoform 2 of Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1526";"5271";"SERPINB8";"Serpin B8";"sp|P50452|SPB8_HUMAN Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2";491660;596590;1752200;470690;275580;327000;237210;204490;163910;74095;1613900;1013700;258940;362640;664940;121640;436660;601980;362010;339590;463180;354180;435140;2443600;133560;1863100;587260
"1527";"5272";"SERPINB9";"Serpin B9";"sp|P50453|SPB9_HUMAN Serpin B9 OS=Homo sapiens OX=9606 GN=SERPINB9 PE=1 SV=1";225750;104940;520180;276330;185640;152450;249490;144330;115230;0;1221200;263950;264580;192870;310440;178570;0;0;220700;149890;461440;273910;0;362990;0;1320300;278910
"1528";"871";"SERPINH1";"Serpin H1";"sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2";730630;2177900;971820;2274800;2004500;313870;498080;114440;3034800;3787500;2312200;1109500;796360;711110;1055200;444920;585190;360660;808810;388840;681230;405610;393150;448260;218630;911670;365930
"1529";"8572";"PDLIM4";"PDZ and LIM domain protein 4";"sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2";406970;232380;357370;238460;680160;78053;367720;563540;249720;568560;736100;434940;345170;139500;465100;272890;183510;0;738300;329900;173600;316920;285900;215660;174510;1154900;92592
"1530";"6767";"ST13";"Hsc70-interacting protein";"sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2";4169600;5022000;5430700;2341100;4941500;1630800;2895200;4553400;2347500;3641800;5797400;4113300;4263400;2730600;3620300;2361200;2931000;2560600;3982800;1973600;2508500;5432500;3748800;1901600;3099100;8821300;2838700
"1531";"7408";"VASP";"Vasodilator-stimulated phosphoprotein";"sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3";1488300;978500;646530;1211800;2267600;519990;778530;901910;1367600;2192100;1759600;809690;1026200;351440;1350800;1034500;613420;0;2068800;1083000;856460;0;914190;0;327130;1176600;0
"1532";"1785";"DNM2";"Isoform of P50570, Isoform 2 of Dynamin-2";"sp|P50570-2|DYN2-2_HUMAN Isoform of P50570, Isoform 2 of Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2";10145000;3649000;9032100;6161500;7392400;3710000;4304300;4902100;4868000;1286700;15387000;6692200;9515600;2521700;5325600;4720300;4133600;6579100;8575100;4269900;4862700;7496800;5200400;7788200;785430;15565000;5494700
"1533";"10694";"CCT8";"T-complex protein 1 subunit theta";"sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4";30482000;9448200;28705000;17653000;20174000;9634100;9535200;14332000;17397000;13644000;37598000;28361000;25047000;5424700;19150000;13672000;11285000;12600000;30211000;12530000;15708000;14890000;12167000;21006000;2190900;45936000;9673800
"1534";"10575";"CCT4";"T-complex protein 1 subunit delta";"sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4";19863000;9209400;20428000;12366000;11762000;6951200;7414400;8398400;12384000;3941300;25285000;17550000;12019000;5371800;10372000;7898900;7130100;9111100;13193000;10044000;8248300;16488000;11867000;14938000;2461800;25723000;8475900
"1535";"311";"ANXA11";"Isoform of P50995, Isoform 2 of Annexin A11";"sp|P50995-2|ANX11-2_HUMAN Isoform of P50995, Isoform 2 of Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1";32911000;12317000;26618000;24707000;16753000;9525900;13609000;10110000;19507000;6389200;39889000;13939000;22781000;11484000;16750000;18452000;9189600;18499000;26314000;13914000;12544000;35031000;20273000;13902000;2157900;44397000;11021000
"1536";"5878";"RAB5C";"Ras-related protein Rab-5C";"sp|P51148|RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2";18614000;6715300;12948000;11440000;8668600;6754200;3118700;7246000;7404000;2783300;17798000;5767000;12894000;4715700;9093600;12753000;4667200;3908500;10305000;12930000;10655000;10080000;10692000;17417000;1526200;22212000;4308800
"1537";"7879";"RAB7A";"Ras-related protein Rab-7a";"sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1";20063000;5704500;20216000;14114000;11255000;8634200;5089700;8619000;9120500;2834300;28966000;18831000;15678000;7051100;13474000;13750000;6744800;8287800;15831000;14783000;10772000;12353000;11829000;20439000;1576200;35615000;8112300
"1538";"9367";"RAB9A";"Ras-related protein Rab-9A";"sp|P51151|RAB9A_HUMAN Ras-related protein Rab-9A OS=Homo sapiens OX=9606 GN=RAB9A PE=1 SV=1";1856200;170940;221760;1056800;370760;150190;168790;280200;217680;80364;1655500;377370;287040;190010;203510;766500;212510;602170;288150;348740;211150;527810;252680;365150;128440;914520;129680
"1539";"5872";"RAB13";"Ras-related protein Rab-13";"sp|P51153|RAB13_HUMAN Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1";453670;0;491950;294250;555510;110580;122360;264690;245760;340090;955570;274280;346010;0;243100;342900;144020;123970;408290;178430;125730;0;153740;0;0;819380;0
"1540";"2172";"FABP6";"Isoform of P51161, Isoform 2 of Gastrotropin";"sp|P51161-2|FABP6-2_HUMAN Isoform of P51161, Isoform 2 of Gastrotropin OS=Homo sapiens OX=9606 GN=FABP6 PE=1 SV=2";0;0;0;0;0;0;0;0;0;0;0;0;146550;0;0;0;0;0;0;0;154950;0;0;0;0;0;0
"1541";"5333";"PLCD1";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1";"sp|P51178|PLCD1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Homo sapiens OX=9606 GN=PLCD1 PE=1 SV=2";5340100;2213000;3550400;2230200;3931500;1687400;1328100;1664400;2368800;756530;6490400;2756400;4065000;2006900;3530600;1938500;1254100;4211700;3165700;1734000;2259500;4470800;2735400;3946000;1379800;6083200;1996400
"1542";"7818";"DAP3";"Isoform of P51398, 28S ribosomal protein S29, mitochondrial (Fragment)";"tr|V9GYF7|V9GYF7_HUMAN Isoform of P51398, 28S ribosomal protein S29, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DAP3 PE=1 SV=1";122400;93430;100900;114310;175390;27898;45383;75314;64187;0;298320;110850;111600;0;131880;82590;0;0;132700;145990;59086;0;45997;0;0;136740;0
"1543";"1845";"DUSP3";"Isoform of P51452, Isoform 2 of Dual specificity protein phosphatase 3";"sp|P51452-2|DUS3-2_HUMAN Isoform of P51452, Isoform 2 of Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1";299630;209380;0;181370;439630;106340;209400;198650;304530;116670;508440;252890;319780;0;324910;139070;158900;310570;0;127970;129200;455030;171700;311490;135670;361310;184580
"1544";"6748";"SSR4";"Translocon-associated protein subunit delta";"sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1";3445300;681150;2949000;2528200;1468600;1033800;1022700;821180;1293500;426680;2318300;1884700;2263300;619260;1871800;1396900;723080;1677000;1662300;1635900;1326900;2411000;1601900;2384900;527890;3634400;1900400
"1545";"10134";"BCAP31";"B-cell receptor-associated protein 31";"sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3";53789000;5133800;59514000;49558000;22638000;22034000;24075000;24605000;39120000;11227000;46814000;50594000;43242000;3564700;22931000;55810000;28894000;15165000;42339000;36073000;16411000;18172000;15599000;31188000;1718300;59564000;19808000
"1546";"5713";"PSMD7";"26S proteasome non-ATPase regulatory subunit 7";"sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2";1861800;992700;1627200;1007100;525490;914180;713910;883200;1379400;294240;3818900;1727900;1180700;1484000;884330;1062700;738990;599440;2162700;1398200;1149500;994150;2015900;1432100;353580;1831000;589270
"1547";"6845";"VAMP7";"Isoform of P51809, Isoform 3 of Vesicle-associated membrane protein 7";"sp|P51809-3|VAMP7-3_HUMAN Isoform of P51809, Isoform 3 of Vesicle-associated membrane protein 7 OS=Homo sapiens OX=9606 GN=VAMP7 PE=1 SV=3";332830;52160;233030;147760;176700;64194;62667;129820;109940;34422;396580;190060;253200;76149;139040;312910;90779;110100;203600;171400;149030;174730;121550;108780;0;435180;83764
"1548";"6197";"RPS6KA3";"Ribosomal protein S6 kinase alpha-3";"sp|P51812|KS6A3_HUMAN Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1";517630;78966;250840;166630;137840;76907;74864;82150;120940;566590;1152700;270890;269530;0;134800;129160;61540;103950;221140;129430;131270;257800;94811;172680;0;288500;89508
"1549";"3068";"HDGF";"Hepatoma-derived growth factor";"sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1";1967700;15212000;2999200;1376400;3603100;885610;946150;1566900;2752700;2128000;2985500;1917700;1522000;2516100;2119400;938020;843920;893600;1888800;1206200;1554800;669910;537640;1291100;6927500;2425400;633400
"1550";"4060";"LUM";"Lumican";"sp|P51884|LUM_HUMAN Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2";0;10844;7295,9;4372,5;0;0;33611;0;10646000;3629000;22165;0;0;0;0;0;0;8697,6;0;0;0;9920;9142;0;12463000;11888;10069
"1551";"5549";"PRELP";"Prolargin";"sp|P51888|PRELP_HUMAN Prolargin OS=Homo sapiens OX=9606 GN=PRELP PE=1 SV=1";0;0;0;0;0;0;0;0;475640;435870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1552";"4702";"NDUFA8";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8";"sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3";51350;598940;0;20110;18943;0;28416;0;22805;38116;266070;33467;0;244430;0;23613;0;0;0;44159;21300;43020;0;0;315590;0;0
"1553";"5226";"PGD";"Isoform of P52209, Isoform 2 of 6-phosphogluconate dehydrogenase, decarboxylating";"sp|P52209-2|6PGD-2_HUMAN Isoform of P52209, Isoform 2 of 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3";30168000;13514000;42541000;21590000;23504000;22124000;8282800;11096000;16005000;4476800;69824000;29907000;20123000;8438400;20793000;19087000;9759900;31902000;15637000;26885000;27483000;39516000;16574000;54982000;1315400;47204000;25013000
"1554";"3836";"KPNA1";"Importin subunit alpha-5";"sp|P52294|IMA5_HUMAN Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3";439000;83980;542660;329650;201830;126220;143480;270600;501310;0;590940;339010;723800;0;214530;460710;0;136880;546270;178460;139600;245010;0;246810;0;686570;183270
"1555";"5910";"RAP1GDS1";"Isoform of P52306, Isoform 6 of Rap1 GTPase-GDP dissociation stimulator 1";"sp|P52306-6|GDS1-6_HUMAN Isoform of P52306, Isoform 6 of Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens OX=9606 GN=RAP1GDS1 PE=1 SV=3";188950;159330;188160;186780;87456;101040;87876;88565;155150;0;0;114100;116870;0;0;0;83250;143160;153030;93831;106490;0;143640;0;0;180200;0
"1556";"3185";"HNRNPF";"Heterogeneous nuclear ribonucleoprotein F";"sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3";1929400;582540;1974800;747680;1088100;423110;414300;535010;961010;1899200;2291000;3325900;1009200;443860;1525300;543450;527200;998780;1527200;192400;950500;639690;885040;550570;295950;2466200;334890
"1557";"7410";"VAV2";"Isoform of P52735, Isoform 3 of Guanine nucleotide exchange factor VAV2";"sp|P52735-3|VAV2-3_HUMAN Isoform of P52735, Isoform 3 of Guanine nucleotide exchange factor VAV2 OS=Homo sapiens OX=9606 GN=VAV2 PE=1 SV=2";30283;0;26112;0;0;0;0;15809;0;0;92096;27368;25767;0;28880;0;0;0;15804;19447;0;21440;0;0;0;0;0
"1558";"829";"CAPZA1";"F-actin-capping protein subunit alpha-1";"sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3";16905000;10878000;16249000;13164000;15405000;8706400;9560400;18353000;21224000;14630000;27576000;15934000;21240000;6174300;16356000;7394000;11474000;9906900;15079000;7413200;8362300;11629000;7824100;14983000;4594400;31430000;9028500
"1559";"644";"BLVRA";"Biliverdin reductase A";"sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2";158070;96962;250360;0;0;126320;0;66306;0;0;348250;0;84138;0;215250;105210;104070;157750;0;113020;149030;214620;114780;153550;0;339520;113280
"1560";"6576";"SLC25A1";"Tricarboxylate transport protein, mitochondrial";"sp|P53007|TXTP_HUMAN Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2";3583400;344260;2452900;1851200;1013700;667680;793690;1194400;1635000;158330;3443000;1814200;1421100;228290;1013500;2312900;753820;1131700;3121300;1633100;897830;1406000;935760;923980;117820;2896800;450510
"1561";"27236";"ARFIP1";"Arfaptin-1";"sp|P53367|ARFP1_HUMAN Arfaptin-1 OS=Homo sapiens OX=9606 GN=ARFIP1 PE=1 SV=2";974330;442700;820830;515250;0;328680;392030;635100;681430;290630;937770;684030;889450;0;591250;474070;438770;213680;994990;375390;374900;546020;0;627430;177610;866680;208530
"1562";"47";"ACLY";"Isoform of P53396, Isoform 2 of ATP-citrate synthase";"sp|P53396-2|ACLY-2_HUMAN Isoform of P53396, Isoform 2 of ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3";194580000;3,7e+07;151230000;127930000;84082000;50090000;63683000;53005000;98014000;34782000;194400000;137960000;123620000;33670000;88816000;91059000;40945000;102520000;171060000;71458000;96379000;160600000;116020000;171130000;8888400;221540000;87237000
"1563";"1315";"COPB1";"Coatomer subunit beta";"sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3";3593800;1152300;2832300;2189800;1347800;1418400;943340;1387400;1495600;279350;3983700;2630000;2095500;99106;1339800;2028700;1195500;1783600;1889400;1660500;1520900;2460400;1657200;2923400;165250;4366100;1511400
"1564";"1314";"COPA";"Coatomer subunit alpha";"sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2";16713000;3296800;13846000;9657700;8693200;4572600;3668600;7051800;10480000;3202700;15283000;13262000;14178000;2617800;11121000;10141000;3870800;5434000;13075000;5251600;6627500;8187900;5801500;9145800;1008100;18322000;5049900
"1565";"3052";"HCCS";"Holocytochrome c-type synthase";"sp|P53701|CCHL_HUMAN Holocytochrome c-type synthase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1";503410;109290;183190;192020;84795;95587;87927;129570;105240;44755;531490;147900;223210;99568;118140;142960;101280;90831;262800;280890;196340;0;0;117860;0;309520;56710
"1566";"10923";"SUB1";"Activated RNA polymerase II transcriptional coactivator p15";"sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3";809150;1930800;3125800;511990;4772200;551250;231080;1762600;879010;388460;1446500;1888400;1172900;608790;1533400;255300;425640;700600;1358300;456600;961170;0;237750;416190;141970;1449900;196430
"1567";"5917";"RARS1";"Arginine--tRNA ligase, cytoplasmic";"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2";9783000;2332000;8305800;7797500;4390400;3379500;3048700;5176100;4610900;4498100;11686000;6518300;8262700;928590;5945900;5261200;4003100;5233900;8502500;5309200;4197000;5664900;5802400;7321400;717610;14667000;3578500
"1568";"8565";"YARS1";"Tyrosine--tRNA ligase, cytoplasmic";"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4";3940000;6114600;7258800;2579400;2654100;2018500;828430;1473200;1612300;489300;10133000;7412400;3727000;669810;4879100;1559500;1263200;3357600;4261800;3065800;4223500;3919400;2949700;4438900;279290;8581800;3436100
"1569";"3306";"HSPA2";"Heat shock-related 70 kDa protein 2";"sp|P54652|HSP72_HUMAN Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1";178580;185830;0;179800;299970;72477;79266;0;0;100800;1017100;203530;136120;0;203230;0;167590;124600;139180;177970;161370;0;131070;0;0;281410;127260
"1570";"586";"BCAT1";"Isoform of P54687, Isoform 2 of Branched-chain-amino-acid aminotransferase, cytosolic";"sp|P54687-2|BCAT1-2_HUMAN Isoform of P54687, Isoform 2 of Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3";237370;154930;164090;113780;316000;110210;86413;157500;78476;59086;791530;151200;248060;113900;255590;68868;165530;225190;162900;138390;178230;0;126450;225460;0;274160;86761
"1571";"479";"ATP12A";"Potassium-transporting ATPase alpha chain 2";"sp|P54707|AT12A_HUMAN Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens OX=9606 GN=ATP12A PE=1 SV=3";5754400;0;3758800;5121500;4895100;1390300;0;2197500;0;6807800;6194600;3336200;0;0;4190800;4827000;0;0;0;4131800;0;0;0;5990500;0;0;0
"1572";"483";"ATP1B3";"Sodium/potassium-transporting ATPase subunit beta-3";"sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1";2390000;436950;865620;1381000;1074400;373680;505260;1689100;1174300;200970;6768700;1866400;2736700;227440;1643100;2165400;658380;237460;1427200;2512700;557760;908900;450520;180680;136550;1859900;0
"1573";"5887";"RAD23B";"UV excision repair protein RAD23 homolog B";"sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1";1616500;5439500;1605800;1470400;5814900;756220;1013200;1225100;3103700;1298100;3749200;1300000;2770000;992680;3162800;672030;873290;770880;990160;1037600;1178700;1024900;621170;723660;1599900;1488600;530100
"1574";"5832";"ALDH18A1";"Isoform of P54886, Isoform Short of Delta-1-pyrroline-5-carboxylate synthase";"sp|P54886-2|P5CS-2_HUMAN Isoform of P54886, Isoform Short of Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2";979990;407630;603040;556600;282180;175530;236920;354430;418240;245420;2068600;764070;666070;0;400210;747250;253110;384970;837290;365160;398440;609480;552180;369820;0;1051700;170640
"1575";"8775";"NAPA";"Alpha-soluble NSF attachment protein";"sp|P54920|SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3";5388400;2798800;5881900;3051200;3287100;3017100;1682200;3144200;3387200;561960;6784200;4452500;3911700;892040;3754500;2370600;2464200;3328300;4288800;2541100;2585300;5967500;3913900;6844500;981610;10704000;2999600
"1576";"1983";"EIF5";"Eukaryotic translation initiation factor 5";"sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2";1311800;1554400;725050;611010;1257200;498740;453540;427420;779150;328090;3053400;984110;807100;699840;857810;320810;426210;705320;808820;572960;640770;1038200;581720;943460;375690;1662600;674630
"1577";"5710";"PSMD4";"Isoform of P55036, 26S proteasome non-ATPase regulatory subunit 4";"tr|Q5VWC4|Q5VWC4_HUMAN Isoform of P55036, 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1";1635400;889380;2002100;1873600;2569300;527470;1345500;2084600;1721700;940290;3199700;1891800;2005400;558250;1221000;571300;1091000;518490;1723600;419380;498330;397470;1073000;465380;536270;2735300;1214300
"1578";"1434";"CSE1L";"Isoform of P55060, Isoform 3 of Exportin-2";"sp|P55060-3|XPO2-3_HUMAN Isoform of P55060, Isoform 3 of Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3";4839400;2338400;4085200;3646100;836750;2462400;1572800;2336700;2214900;1599600;8250300;7053700;3561400;1350800;3482400;4994200;2021900;3417100;3156200;3235200;3585800;4827800;2971100;5857400;451730;10883000;2221000
"1579";"3032";"HADHB";"Isoform of P55084, Isoform 2 of Trifunctional enzyme subunit beta, mitochondrial";"sp|P55084-2|ECHB-2_HUMAN Isoform of P55084, Isoform 2 of Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3";28940000;18060000;30436000;21074000;23608000;8642600;10800000;22375000;30971000;14402000;60661000;21510000;26913000;6542500;28695000;11052000;14652000;9969500;37939000;12558000;11867000;13764000;7006300;13313000;2977800;44740000;6447500
"1580";"7873";"MANF";"Mesencephalic astrocyte-derived neurotrophic factor";"sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3";401380;3218400;707690;227260;1159800;283450;435110;262840;321230;393700;1208400;690430;352340;0;736040;263970;190680;312380;464230;749280;525020;643350;0;757100;492110;461320;288720
"1581";"6396";"SEC13";"Protein SEC13 homolog";"sp|P55735|SEC13_HUMAN Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3";2832400;1022300;1807400;2536600;1841300;827080;663020;1168400;2314500;1060500;2376400;1920000;2826500;664270;1697400;1513400;794370;1282900;1671500;913540;822320;1806500;1503700;2224600;900070;4519600;691380
"1582";"3188";"HNRNPH2";"Heterogeneous nuclear ribonucleoprotein H2";"sp|P55795|HNRH2_HUMAN Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1";2303100;1809800;4052000;1036800;2821100;976310;644810;1159400;1395500;677850;4021500;3751200;1239000;433890;2290800;691790;1351700;853490;1780400;1096900;1510700;1655500;1131100;3841500;328020;5049600;932790
"1583";"5019";"OXCT1";"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial";"sp|P55809|SCOT1_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1";223980;269550;413430;0;0;115800;96470;0;111470;0;264760;121910;128110;0;156410;0;84592;126760;253220;92179;238380;885410;0;241010;0;316880;110360
"1584";"8662";"EIF3B";"Eukaryotic translation initiation factor 3 subunit B";"sp|P55884|EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3";9506200;3295400;11722000;5228200;5912100;3395200;3902400;4864500;4158600;3057600;21895000;9847900;8874900;1186500;5413700;4541900;3832900;3996300;8161700;4014300;6327000;7661200;3337600;10544000;498260;15736000;4341500
"1585";"637";"BID";"BH3-interacting domain death agonist";"sp|P55957|BID_HUMAN BH3-interacting domain death agonist OS=Homo sapiens OX=9606 GN=BID PE=1 SV=1";115610;268610;100910;89241;142350;61409;86663;156920;336030;39257;630730;231520;166780;90672;130720;66716;59696;96134;281630;94064;63283;120640;0;129790;83612;134180;92269
"1587";"4141";"MARS1";"Methionine--tRNA ligase, cytoplasmic";"sp|P56192|SYMC_HUMAN Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2";2966400;810420;2871000;1680200;1121500;988960;840430;845590;1146500;584920;3918100;2084100;1521700;520300;1436700;1642800;1093000;1429200;2444800;1711400;1756500;2624300;1266600;2740300;0;3352600;1064500
